"","V1","sample_code","Code","D1(cm)","D2(cm)","D3(cm)","D4(cm)","Length(cm)","FW(g)","DW(g)","Bark(%)","Watercontent(g)","Waterpercentage","Notes","DiamClass","Plot...16","SubPlot","Class","Species","Areacm2","Volcm3","X","ID","slope","rsq","Month","Day","Hour","Min","Sample_code1","Sample_code2","ATMP","Date","Time","DateTime","Loc...36","ReadIndex","TimeZone","T1","T2","T3","Soil_moist","Shake","Err_flag","Code_sens","Sensornumber","Serial","Plot...48","Subplot","Loc...50","T3K","chambervolume","respiration","RespCorrectedArea","RespCorrectedVolume","Density_g_cm3","RespCorrectedgrams","sample_density","resp_g_kg_day"
"50",50,"284","01-P3S4C4AA-S",1.3,1.3,1.1,1.1,37,11.115,NA,95,11.115,100,NA,1,3,4,"4","AA",308.63564165219,95.5380578904619,14,"13_284+286_12_8",0.170941567917804,0.983932084854376,12,8,11,29,284,286,0.88386764,2021-12-08,"11:29:00",2021-12-08 11:29:00,"3_4",42253,4,4.125,2.375,-1.25,2375,202,0,94206498,8,"TMS-94206498",3,4,"3_4",272.9,1.306706,0.0081717990544346,2.64771722756623e-05,8.55344899705193e-05,NA,0.000154387175340103,0.554025875414156,0.586918285772935
"51",51,"297","01-P3S4C4FS-F",1.4,1.4,1.1,1,33.1,11.88,7.285,55,4.595,38.7235700923984,NA,1,3,4,"4","FS",270.801688800612,80.9928111535759,15,"14_297+296_12_8",0.220296321525888,0.985867498337537,12,8,11,32,297,296,0.88386764,2021-12-08,"11:32:00",2021-12-08 11:32:00,"3_4",42249,4,4.25,2.375,-1.1875,2375,202,0,94206498,8,"TMS-94206498",3,4,"3_4",272.9625,1.306706,0.0106552165794462,3.93469354886168e-05,0.000131557559586888,0.774599698,0.00024076424951388,0.546416504329493,0.915289370951966
"52",52,"289","01-P3S4C1FS-F",1.2,1,0.8,0.8,42.2,9.125,NA,100,9.125,100,NA,1,3,4,"1","FS",284.534291620765,80.9521667986201,16,"15_289+288_12_8",0.11228989916466,0.98915755220615,12,8,11,34,289,288,0.88376895,2021-12-08,"11:34:00",2021-12-08 11:34:00,"3_4",42249,4,4.25,2.375,-1.1875,2375,202,0,94206498,8,"TMS-94206498",3,4,"3_4",272.9625,1.306706,0.00543077280063245,1.90865317839114e-05,6.70861944207406e-05,NA,9.82647867941114e-05,0.682708390354548,0.373563413476494
"53",53,"178","10-P3S4C4AA",13.8,13,13.5,12,39,373.05,228.38,84,258.86,76.5716044316783,NA,10,3,4,"4","AA",3340.16120084215,8580.73215301563,17,"16_178+177_12_8",0.0599666766187462,0.817374157834692,12,8,11,37,178,177,0.88376895,2021-12-08,"11:37:00",2021-12-08 11:37:00,"3_4",42249,4,4.25,2.375,-1.1875,2375,202,0,94206498,8,"TMS-94206498",3,4,"3_4",272.9625,11.661397,0.00728906991613575,2.18225093875648e-06,8.494694608984e-07,0.507326923,2.4970830253231e-06,0.340184708431345,0.00949291082906831
"54",54,"281","01-P3S4C2AA-F",1.2,1.2,0.9,0.8,38.5,7.655,NA,100,7.655,100,NA,1,3,4,"2","AA",267.426923713089,73.3684275827013,18,"17_281+280_12_8",0.0767372874683739,0.951191033649718,12,8,11,39,281,280,0.88376895,2021-12-08,"11:39:00",2021-12-08 11:39:00,"3_4",42258,4,4.0625,2.25,-1.25,2375,202,0,94206498,8,"TMS-94206498",3,4,"3_4",272.9,1.306706,0.00373512843037742,1.39669124503884e-05,5.09092064998553e-05,0.736784091,7.86976967010247e-05,0.646895762315144,0.299177163778615
"55",55,"292","01-P3S4C2FS-S",1.3,1.3,0.9,0.8,40.6,12.355,8.17,100,4.185,33.9473127477763,NA,1,3,4,"2","FS",291.399002864734,80.7060753740889,19,"18_292+294_12_8",0.0746116285117078,0.909497985020781,12,8,11,42,292,294,0.88386764,2021-12-08,"11:42:00",2021-12-08 11:42:00,"3_4",42258,4,4.0625,2.25,-1.25,2375,202,0,94206498,8,"TMS-94206498",3,4,"3_4",272.9,1.306706,0.00361046044355209,1.23900919634514e-05,4.47359189108983e-05,0.735110721,5.37082963871572e-05,0.832942430130694,0.204177459545417
"56",56,"176","10-P3S4C1AA",10.7,10.3,10,9.8,39.9,303.8,194.45,97,109.35,35.9940750493746,NA,10,3,4,"1","AA",1442.16853928238,3261.28183590442,31,"30_176_12_8",0,0.627806074325604,12,8,13,11,176,0,0.88317681,2021-12-08,"13:11:00",2021-12-08 13:11:00,"3_4",42255,4,4.125,2.3125,-1.25,2375,202,0,94206498,8,"TMS-94206498",3,4,"3_4",272.9,11.661397,0,0,0,0.477678418,0,0.47593508164889,0
"57",57,"180","10-P3S4C2FS",12.4,10.8,10.7,13,40.4,382.7,281.85,98,100.85,26.3522341259472,NA,10,3,4,"2","FS",1704.11889766685,4362.27863769497,32,"31_180_12_8",0,0.111335853543738,12,8,13,15,180,0,0.88317681,2021-12-08,"13:15:00",2021-12-08 13:15:00,"3_4",42260,4,4,2.25,-1.375,2374,202,0,94206498,8,"TMS-94206498",3,4,"3_4",272.775,11.661397,0,0,0,0.686454917,0,0.522074463285554,0
"58",58,"177","10-P3S4C2AA",10.7,10.5,9.8,10,40.5,258.7,NA,93,258.7,100,NA,10,3,4,"2","AA",1469.42656058042,3343.19258116147,33,"32_177_12_8",0,0.439606574192706,12,8,13,20,177,0,0.88317681,2021-12-08,"13:20:00",2021-12-08 13:20:00,"3_4",42256,4,4.125,2.3125,-1.375,2375,202,0,94206498,8,"TMS-94206498",3,4,"3_4",272.775,11.661397,0,0,0,0.492484421,0,0.409371906684997,0
"59",59,"179","10-P3S4C1FS",11.2,9.3,12.5,9.1,44.5,440.3,NA,99,440.3,100,NA,10,3,4,"1","FS",1645.55702145461,3872.51330962935,34,"33_179_12_8",0.557347915242639,0.992780539793724,12,8,13,25,179,0,0.88317681,2021-12-08,"13:25:00",2021-12-08 13:25:00,"3_4",42256,4,4.125,2.3125,-1.375,2375,202,0,94206498,8,"TMS-94206498",3,4,"3_4",272.775,11.661397,0.17128787539773,0.000104091121221869,4.42317073441186e-05,NA,7.88184599792637e-05,0.561184617864336,0.299636257457169
"60",60,"182","25-P3S5C1AA",21.2,22.1,19.8,21.7,100.4,1269.1,777.97,99,491.13,38.6990780868332,NA,25,3,5,"1","AA",7393.18108397017,35445.4534393112,12,"17_182_12_8",4.0153846153846,0.866844817713304,12,8,11,10,182,0,0.8862362,2021-12-08,"11:10:00",2021-12-08 11:10:00,"3_5",42257,4,3.625,1.75,-1.6875,1805,202,0,94206496,6,"TMS-94206496",3,5,"3_5",272.4625,1.5637,0.248888749444773,0.00316894998032766,0.000660976762244557,0.499081248,0.00149952927515332,0.440789501876831,5.70061049242286
"61",61,"183","25-P3S5C2AA",20.1,19.5,20.9,20,99.8,979,647.27,92,331.73,33.8845760980592,NA,25,3,5,"2","AA",6946.20673361798,31748.9928221441,13,"18_183_12_8",1.73406593406589,0.930823807352138,12,8,11,12,183,0,0.8862362,2021-12-08,"11:12:00",2021-12-08 11:12:00,"3_5",42257,4,3.625,1.75,-1.6875,1805,202,0,94206496,6,"TMS-94206496",3,5,"3_5",272.4625,1.5637,0.107483975540187,0.00136852848083113,0.000299413647606072,0.1919853,0.000735728834746474,0.40696195862603,2.7969467381722
"62",62,"184","25-P3S5C4AA",23.2,22.2,24.3,20.6,99.8,1363.5,416.57,87,946.93,69.4484781811515,NA,25,3,5,"4","AA",7878.51713395291,39946.6513406525,14,"19_184_12_8",5.14065934065932,0.982846379305854,12,8,11,18,184,0,0.8862362,2021-12-08,"11:18:00",2021-12-08 11:18:00,"3_5",42249,4,3.6875,1.875,-1.5,1804,202,0,94206496,6,"TMS-94206496",3,5,"3_5",272.65,1.5637,0.318418414261855,0.00405422916810057,0.000799599287896912,0.240930505,0.00384149092946723,0.208148165016703,14.6038119174626
"63",63,"185","25-P3S5C1FS",27.9,26.8,26.9,25.2,100.7,3009.3,1719.79,98,1289.51,42.8508290964676,NA,25,3,5,"1","FS",9567.41337065009,56393.3198694372,15,"20_185_12_8",3.58021978021978,0.914441620648363,12,8,11,21,185,0,0.8862362,2021-12-08,"11:21:00",2021-12-08 11:21:00,"3_5",42249,4,3.6875,1.875,-1.5,1804,202,0,94206496,6,"TMS-94206496",3,5,"3_5",272.65,1.5637,0.221762974276427,0.00282357388406834,0.000479033662036529,0.757301836,0.000779781669214578,0.614317674996166,2.96441799368614
"64",64,"186","25-P3S5C2FS",22.2,21.8,23.2,25.2,97.2,1777,1070.69,95,706.31,39.7473269555431,NA,25,3,5,"2","FS",7894.42579489978,40766.9524675316,16,"0_186_12_8",0,0.115592849166451,12,8,11,23,186,0,0.8862362,2021-12-08,"11:23:00",2021-12-08 11:23:00,"3_5",42258,4,3.5625,1.75,-1.625,1806,202,0,94206496,6,"TMS-94206496",3,5,"3_5",272.525,1.5637,0,0,0,0.756291371,0,0.510951761830735,0
"65",65,"187","25-P3S5C4FS",30,28.6,27.2,26.8,99.1,3085,1297.56,65,1787.44,57.9397082658023,NA,25,3,5,"4","FS",10011.3928733059,61710.8985172752,17,"22_187_12_8",4.15604395604395,0.941545360114906,12,8,11,25,187,0,0.8862362,2021-12-08,"11:25:00",2021-12-08 11:25:00,"3_5",42258,4,3.5625,1.75,-1.625,1806,202,0,94206496,6,"TMS-94206496",3,5,"3_5",272.525,1.5637,0.257548269387061,0.00327920641261711,0.000531987452754131,0.716321543,0.00127582357929399,0.416975717793616,4.85017091904403
"66",66,"182","25-P3S5C1AA",21.2,22.1,19.8,21.7,100.4,1269.1,777.97,99,491.13,38.6990780868332,NA,25,3,5,"1","AA",7393.18108397017,35445.4534393112,49,"57_182_12_8",0,0.106712395884381,12,8,14,39,182,0,0.8862362,2021-12-08,"14:39:00",2021-12-08 14:39:00,"3_5",42262,4,3.5,1.625,-1.625,1807,202,0,94206496,6,"TMS-94206496",3,5,"3_5",272.525,1.5637,0,0,0,0.499081248,0,0.440789501876831,0
"67",67,"183","25-P3S5C2AA",20.1,19.5,20.9,20,99.8,979,647.27,92,331.73,33.8845760980592,NA,25,3,5,"2","AA",6946.20673361798,31748.9928221441,50,"58_183_12_8",4.22197802197802,0.951847404837597,12,8,14,42,183,0,0.8862362,2021-12-08,"14:42:00",2021-12-08 14:42:00,"3_5",42262,4,3.5,1.625,-1.625,1807,202,0,94206496,6,"TMS-94206496",3,5,"3_5",272.525,1.5637,0.26163417530013,0.00333122978246297,0.000728823458299877,0.1919853,0.00179088841807353,0.40696195862603,6.80824141014833
"68",68,"184","25-P3S5C4AA",23.2,22.2,24.3,20.6,99.8,1363.5,416.57,87,946.93,69.4484781811515,NA,25,3,5,"4","AA",7878.51713395291,39946.6513406525,51,"59_184_12_8",5.45000000000001,0.937535071311666,12,8,14,45,184,0,0.8862362,2021-12-08,"14:45:00",2021-12-08 14:45:00,"3_5",42263,4,3.5,1.625,-1.625,1807,202,0,94206496,6,"TMS-94206496",3,5,"3_5",272.525,1.5637,0.337734172931024,0.00430016504584204,0.000848104230404273,0.240930505,0.00407452177316201,0.208148165016703,15.4897019728527
"69",69,"184","25-P3S5C4AA",23.2,22.2,24.3,20.6,99.8,1363.5,416.57,87,946.93,69.4484781811515,NA,25,3,5,"4","AA",7878.51713395291,39946.6513406525,52,"0_184_12_8",0.400000000000015,0.173913043478256,12,8,14,47,184,0,0.8862362,2021-12-08,"14:47:00",2021-12-08 14:47:00,"3_5",42263,4,3.5,1.625,-1.625,1807,202,0,94206496,6,"TMS-94206496",3,5,"3_5",272.525,1.5637,0.0247878292059476,0.000315608443731537,6.22461820480223e-05,0.240930505,0.000299047469589883,0.208148165016703,1.1368588603929
"70",70,"185","25-P3S5C1FS",27.9,26.8,26.9,25.2,100.7,3009.3,1719.79,98,1289.51,42.8508290964676,NA,25,3,5,"1","FS",9567.41337065009,56393.3198694372,53,"60_185_12_8",6.20659340659339,0.937954394697102,12,8,14,49,185,0,0.8862362,2021-12-08,"14:49:00",2021-12-08 14:49:00,"3_5",42263,4,3.5,1.625,-1.625,1807,202,0,94206496,6,"TMS-94206496",3,5,"3_5",272.525,1.5637,0.38461994328348,0.00489713321482322,0.000830823542678972,0.757301836,0.00135243307574401,0.614317674996166,5.14140958074841
"71",71,"186","25-P3S5C2FS",22.2,21.8,23.2,25.2,97.2,1777,1070.69,95,706.31,39.7473269555431,NA,25,3,5,"2","FS",7894.42579489978,40766.9524675316,54,"61_186_12_8",4.70000000000002,0.977433628318584,12,8,14,52,186,0,0.8862362,2021-12-08,"14:52:00",2021-12-08 14:52:00,"3_5",42263,4,3.5,1.625,-1.625,1807,202,0,94206496,6,"TMS-94206496",3,5,"3_5",272.525,1.5637,0.291256993169875,0.00370839921384544,0.000718122906903178,0.756291371,0.00140546125984604,0.510951761830735,5.34300152543071
"72",72,"187","25-P3S5C4FS",30,28.6,27.2,26.8,99.1,3085,1297.56,65,1787.44,57.9397082658023,NA,25,3,5,"4","FS",10011.3928733059,61710.8985172752,55,"62_187_12_8",1.02857142857143,0.933924611973392,12,8,14,57,187,0,0.8862362,2021-12-08,"14:57:00",2021-12-08 14:57:00,"3_5",42263,4,3.5,1.625,-1.625,1807,202,0,94206496,6,"TMS-94206496",3,5,"3_5",272.525,1.5637,0.063740132243863,0.000811564569595352,0.000131660564721805,0.716321543,0.000315751155531246,0.416975717793616,1.20035959286759
"73",73,"300","01-P3S5C1AA-S",1.2,1.1,0.8,0.8,31.8,7.68,5.345,100,2.335,30.2271955611898,NA,1,3,5,"1","AA",213.81326401242,51.1565166738111,20,"19_300+301_12_8",0.0845200373684128,0.955100365616457,12,8,11,47,300,301,0.88445978,2021-12-08,"11:47:00",2021-12-08 11:47:00,"3_5",42251,4,3.625,1.875,-1.5,1804,202,0,94206496,6,"TMS-94206496",3,5,"3_5",272.65,1.306706,0.0041951551869836,1.96206498523867e-05,8.20062713365169e-05,0.652140449,0.000109334733722042,0.75004775284859,0.415646923717716
"74",74,"305","01-P3S5C2AA-F",1.4,1.5,1,1.1,37.8,8.825,5.78,100,3.045,34.3732579437764,NA,1,3,5,"2","AA",298.309092239266,88.7755179042221,21,"20_305+306_12_8",0.127619209809271,0.971903287061657,12,8,11,51,305,306,0.88445978,2021-12-08,"11:51:00",2021-12-08 11:51:00,"3_5",42251,4,3.625,1.875,-1.5,1804,202,0,94206496,6,"TMS-94206496",3,5,"3_5",272.65,1.306706,0.00614459224031383,2.0598072268563e-05,6.92149410712883e-05,0.629171053,0.000135038969587273,0.512555311128587,0.513364146782975
"75",75,"308","01-P3S5C4AA-S",1.2,1.3,0.8,0.9,37.9,9.87,6.41,77.5,3.46,34.3071607656088,NA,1,3,5,"4","AA",269.795419789539,82.3541679701315,22,"21_308+309_12_8",0.416414974252155,0.996060466371529,12,8,11,53,308,309,0.88445978,2021-12-08,"11:53:00",2021-12-08 11:53:00,"3_5",42260,4,3.5625,1.75,-1.625,1806,202,0,94206496,6,"TMS-94206496",3,5,"3_5",272.525,1.306706,0.020164443659432,7.47397553122356e-05,0.000244850311240414,0.525368421,0.0005699361443359,0.429610077679347,2.16666924630736
"76",76,"320","01-P3S5C4FS-S",1.2,1.2,0.8,0.8,36.1,9.68,6.255,67.5,3.425,34.8080108795356,NA,1,3,5,"4","FS",280.155529048431,82.5640656292994,23,"22_320+321_12_8",0.140797315280912,0.978344337534469,12,8,11,55,320,321,0.88445978,2021-12-08,"11:55:00",2021-12-08 11:55:00,"3_5",42260,4,3.5625,1.75,-1.625,1806,202,0,94206496,6,"TMS-94206496",3,5,"3_5",272.525,1.306706,0.00681678850131989,2.43321576571186e-05,8.25636243729357e-05,0.471248175,0.000133152605638481,0.620067658286024,0.506192945595251
"77",77,"316","01-P3S5C2FS-S",1.5,1.4,1,1,39.1,10.2,5.705,95,4.495,44.1752263180835,NA,1,3,5,"2","FS",280.073440507935,77.7557926231333,24,"23_316+317_12_8",0.0495833280643416,0.860346413737768,12,8,11,58,316,317,0.88445978,2021-12-08,"11:58:00",2021-12-08 11:58:00,"3_5",42260,4,3.5625,1.75,-1.625,1806,202,0,94206496,6,"TMS-94206496",3,5,"3_5",272.525,1.306706,0.00241003656230611,8.60501644831201e-06,3.09949455982923e-05,0.675972782,5.87303450636593e-05,0.527750102007677,0.223269279794007
"78",78,"312","01-P3S5C1FS-S",1.3,1.2,0.8,0.8,40.4,9.76,6.98,100,2.78,28.4458531675784,NA,1,3,5,"1","FS",281.342453336602,76.4907125314409,25,"24_312+313_12_8",0.083527738264577,0.93336080208367,12,8,12,1,312,313,0.88436109,2021-12-08,"12:1:00",2021-12-08 12:01:00,"3_5",42256,4,3.625,1.75,-1.625,1805,202,0,94206496,6,"TMS-94206496",3,5,"3_5",272.525,1.306706,0.00406365705850861,1.44438104179279e-05,5.31261498817687e-05,0.878054913,6.22692014355619e-05,0.853168960850498,0.236722596177432
"79",79,"188","10-P3S5C1AA",11.2,12.1,12,12.9,39.4,434.6,231.93,98,202.67,46.6336861481822,NA,10,3,5,"1","AA",1719.94568858145,4494.89639007697,27,"26_188_12_8",0.350933242506808,0.98849759173201,12,8,12,13,188,0,0.88406502,2021-12-08,"12:13:00",2021-12-08 12:13:00,"3_5",42261,4,3.5,1.625,-1.625,1806,202,0,94206496,6,"TMS-94206496",3,5,"3_5",272.525,11.661397,0.0994240477978605,5.78065042739006e-05,2.21193191499032e-05,0.509811746,5.43812024731491e-05,0.406745679462029,0.206735579321924
"80",80,"192","10-P3S5C2FS",9.6,9.8,10,9.6,39.8,233.6,173.42,96,60.18,25.7619863013699,NA,10,3,5,"2","FS",1368.42374404598,2971.57018277629,28,"27_192_12_8",0.407607691933837,0.996809277645905,12,8,12,18,192,0,0.88396633,2021-12-08,"12:18:00",2021-12-08 12:18:00,"3_5",42253,4,3.625,1.8125,-1.5,1805,202,0,94206496,6,"TMS-94206496",3,5,"3_5",272.65,11.661397,0.139947660800936,0.000102269243288016,4.70955259990477e-05,0.697125933,0.000101379369752506,0.464547433210723,0.385403812051128
"81",81,"193","10-P3S5C4FS",9.2,8.8,8,7.9,40.3,255.7,108.88,60,146.82,57.4188502150958,NA,10,3,5,"4","FS",1186.33483225659,2276.30005837028,29,"28_193_12_8",0,0.835832266467257,12,8,12,25,193,0,0.88386764,2021-12-08,"12:25:00",2021-12-08 12:25:00,"3_5",42262,4,3.5,1.625,-1.625,1807,202,0,94206496,6,"TMS-94206496",3,5,"3_5",272.525,11.661397,0,0,0,0.591506262,0,0.386019116800625,0
"82",82,"134","25-P3S1C1AA",21.2,22,21,21.2,100,1337.3,720.6,85,616.7,46.1153069617887,NA,25,3,1,"1","AA",7423.42375913584,35801.8516796971,18,"23_134_12_8",1.30109890109888,0.873582930355458,12,8,11,37,134,0,0.8852493,2021-12-08,"11:37:00",2021-12-08 11:37:00,"3_1",42249,4,4.125,1.6875,-1.5,1831,202,0,94206490,15,"TMS-94206490",3,1,"3_1",272.65,1.5637,0.0805018324960342,0.00102498116557597,0.000212527262703519,0.582492143,0.000527929627413474,0.402567409873869,2.00697727157506
"83",83,"136","25-P3S1C4AA",19.9,22,19.5,20,98.5,1086.9,436.98,70,649.92,59.7957493789677,NA,25,3,1,"4","AA",6948.42835071496,32046.511922065,20,"25_136_12_8",0.991208791208775,0.801343445287113,12,8,11,41,136,0,0.8852493,2021-12-08,"11:41:00",2021-12-08 11:41:00,"3_1",42258,4,4.125,1.75,-1.375,1834,202,0,94206490,15,"TMS-94206490",3,1,"3_1",272.775,1.5637,0.0613001502831863,0.000780497754387612,0.000169230047171598,0.397739743,0.000629802859284949,0.268703205577273,2.39425854985766
"84",84,"137","25-P3S1C1FS",25.4,24.4,26.2,26.6,99,2287.2,1386.8,98,900.4,39.3669115075201,NA,25,3,1,"1","FS",9012.17804657291,51170.960146036,21,"26_137_12_8",3.47252747252746,0.949988964236515,12,8,11,43,137,0,0.8852493,2021-12-08,"11:43:00",2021-12-08 11:43:00,"3_1",42258,4,4.125,1.75,-1.375,1834,202,0,94206490,15,"TMS-94206490",3,1,"3_1",272.775,1.5637,0.214754406757064,0.00273433803089234,0.000481568864519855,0.759711792,0.000897179190370633,0.536758843370982,3.410716410113
"85",85,"138","25-P3S1C2FS",23.1,24,22.9,25,100.5,1273.8,825.18,100,448.62,35.2190296749882,NA,25,3,1,"2","FS",8384.69394828174,44523.924413447,22,"27_138_12_8",3.14285714285713,0.978355516855329,12,8,11,46,138,0,0.8832755,2021-12-08,"11:46:00",2021-12-08 11:46:00,"3_1",42254,4,4.125,1.75,-1.5,1833,202,0,94206490,15,"TMS-94206490",3,1,"3_1",272.65,1.5637,0.194021871553923,0.00247036319405982,0.000465215939434026,0.864798616,0.00124880033498096,0.372530280784332,4.74743935346363
"86",86,"139","25-P3S1C4FS",21.9,28.9,18.5,23.5,100,1997.4,773.16,35,1224.24,61.2916791829378,NA,25,3,1,"4","FS",8143.32662789345,42399.981650399,23,"28_139_12_8",0.866297833102812,0.909879054443925,12,8,11,48,139,0,0.8852493,2021-12-08,"11:48:00",2021-12-08 11:48:00,"3_1",42250,4,4.125,1.6875,-1.5,1832,202,0,94206490,15,"TMS-94206490",3,1,"3_1",272.65,1.5637,0.0535997401836404,0.000682453087893413,0.000131071717170855,0.575409902,0.000358323644989329,0.365791426281004,1.36220316879143
"87",87,"134","25-P3S1C1AA",21.2,22,21,21.2,100,1337.3,720.6,85,616.7,46.1153069617887,NA,25,3,1,"1","AA",7423.42375913584,35801.8516796971,56,"63_134_12_8",0,0.495575221238938,12,8,15,7,134,0,0.8832755,2021-12-08,"15:7:00",2021-12-08 15:07:00,"3_1",42261,4,4.125,1.75,1,1864,202,0,94206490,15,"TMS-94206490",3,1,"3_1",275.15,1.5637,0,0,0,0.582492143,0,0.402567409873869,0
"88",88,"135","25-P3S1C2AA",22.5,23,23.3,23.4,94,1341.3,784.64,98,556.66,41.5015283680012,NA,25,3,1,"2","AA",7641.63285566917,39226.9115474172,57,"64_135_12_8",3.89999999999998,0.982558139534884,12,8,15,13,135,0,0.8852493,2021-12-08,"15:13:00",2021-12-08 15:13:00,"3_1",42261,4,4.125,1.75,1,1864,202,0,94206490,15,"TMS-94206490",3,1,"3_1",275.15,1.5637,0.239109068923174,0.0030444312205779,0.000593073089984951,0.454868429,0.00157702841974006,0.376070007719142,5.99523124048381
"89",89,"135","25-P3S1C2AA",22.5,23,23.3,23.4,94,1341.3,784.64,98,556.66,41.5015283680012,NA,25,3,1,"2","AA",7641.63285566917,39226.9115474172,58,"0_135_12_8",0,0.38678571428572,12,8,15,14,135,0,0.8852493,2021-12-08,"15:14:00",2021-12-08 15:14:00,"3_1",42261,4,4.125,1.75,1,1864,202,0,94206490,15,"TMS-94206490",3,1,"3_1",275.15,1.5637,0,0,0,0.454868429,0,0.376070007719142,0
"90",90,"136","25-P3S1C4AA",19.9,22,19.5,20,98.5,1086.9,436.98,70,649.92,59.7957493789677,NA,25,3,1,"4","AA",6948.42835071496,32046.511922065,59,"65_136_12_8",0,0.530474040632054,12,8,15,17,136,0,0.8852493,2021-12-08,"15:17:00",2021-12-08 15:17:00,"3_1",42261,4,4.125,1.75,1,1864,202,0,94206490,15,"TMS-94206490",3,1,"3_1",275.15,1.5637,0,0,0,0.397739743,0,0.268703205577273,0
"91",91,"137","25-P3S1C1FS",25.4,24.4,26.2,26.6,99,2287.2,1386.8,98,900.4,39.3669115075201,NA,25,3,1,"1","FS",9012.17804657291,51170.960146036,60,"66_137_12_8",2.65054945054944,0.966646728077522,12,8,15,20,137,0,0.8852493,2021-12-08,"15:20:00",2021-12-08 15:20:00,"3_1",42261,4,4.125,1.75,1,1864,202,0,94206490,15,"TMS-94206490",3,1,"3_1",275.15,1.5637,0.16250523365531,0.00206908089716368,0.000364404447068919,0.759711792,0.000678897891612491,0.536758843370982,2.58089822475405
"92",92,"138","25-P3S1C2FS",23.1,24,22.9,25,100.5,1273.8,825.18,100,448.62,35.2190296749882,NA,25,3,1,"2","FS",8384.69394828174,44523.924413447,61,"67_138_12_8",0,0.555555555555555,12,8,15,27,138,0,0.8832755,2021-12-08,"15:27:00",2021-12-08 15:27:00,"3_1",42261,4,4.125,1.75,1,1864,202,0,94206490,15,"TMS-94206490",3,1,"3_1",275.15,1.5637,0,0,0,0.864798616,0,0.372530280784332,0
"93",93,"139","25-P3S1C4FS",21.9,28.9,18.5,23.5,100,1997.4,773.16,35,1224.24,61.2916791829378,NA,25,3,1,"4","FS",8143.32662789345,42399.981650399,62,"68_139_12_8",1.66429495472186,0.958422318374967,12,8,15,31,139,0,0.8852493,2021-12-08,"15:31:00",2021-12-08 15:31:00,"3_1",42261,4,4.125,1.75,1,1864,202,0,94206490,15,"TMS-94206490",3,1,"3_1",275.15,1.5637,0.102037953086431,0.00129918756933475,0.000249521540250297,0.575409902,0.000682141576655251,0.365791426281004,2.5932294178126
"94",94,"139","25-P3S1C4FS",21.9,28.9,18.5,23.5,100,1997.4,773.16,35,1224.24,61.2916791829378,NA,25,3,1,"4","FS",8143.32662789345,42399.981650399,63,"0_139_12_8",0.917808219178057,0.564157345733319,12,8,15,32,139,0,0.8852493,2021-12-08,"15:32:00",2021-12-08 15:32:00,"3_1",42261,4,4.125,1.75,1,1864,202,0,94206490,15,"TMS-94206490",3,1,"3_1",275.15,1.5637,0.0562708381378724,0.000716462563325307,0.000137603565914771,0.575409902,0.000376180402350554,0.365791426281004,1.43008741757586
"95",95,"241","01-P3S1C1FS-F",1.8,1.6,1.4,1.4,40.6,12.075,7.74,99,4.335,35.9994077583654,NA,1,3,1,"1","FS",340.861807305562,113.392841588211,46,"44_241+240_12_8",0.0686611844943045,0.966853456181806,12,8,14,24,241,240,0.88238729,2021-12-08,"14:24:00",2021-12-08 14:24:00,"3_1",42260,4,4.0625,1.6875,-1.4375,1850,202,0,94206490,15,"TMS-94206490",3,1,"3_1",272.7125,1.306706,0.00323073882142244,9.4781484818165e-06,2.84915588689007e-05,0.440110656,5.4414237109449e-05,0.523604857522722,0.206861163795281
"96",96,"251","01-P3S1C4FS-Sp",1.8,1.5,1.2,1.2,44.4,10.29,6.205,47.5,4.085,39.8268837174045,NA,1,3,1,"4","FS",390.277651072304,129.724214648357,47,"45_251+250_12_8",0.125269073569482,0.960088200552637,12,8,14,31,251,250,0.88248598,2021-12-08,"14:31:00",2021-12-08 14:31:00,"3_1",42261,4,4.125,1.75,1,1864,202,0,94206490,15,"TMS-94206490",3,1,"3_1",275.15,1.306706,0.00576280381636428,1.47659078108386e-05,4.44235012868298e-05,0.596551637,0.000104342832208532,0.425745595998855,0.396669710923953
"97",97,"238","01-P3S1C4AA-W",1.3,1.2,0.8,0.9,46.4,9.125,5.75,100,3.375,37.8663633348939,NA,1,3,1,"4","AA",308.906882157463,88.1341094041142,48,"46_238+239_12_8",0.0799876722751386,0.954839424750126,12,8,14,33,238,239,0.88248598,2021-12-08,"14:33:00",2021-12-08 14:33:00,"3_1",42261,4,4.125,1.75,1,1864,202,0,94206490,15,"TMS-94206490",3,1,"3_1",275.15,1.306706,0.00380973214209829,1.23329467944852e-05,4.32265347418425e-05,0.701057692,8.50680004509038e-05,0.508140952093852,0.323394510514156
