"","V1","V1","sample_code","Code","D1(cm)","D2(cm)","D3(cm)","D4(cm)","Length(cm)","FW(g)","DW(g)","Bark(%)","Watercontent(g)","Waterpercentage","Notes","DiamClass","Plot...16","SubPlot","Class","Species","Areacm2","Volcm3","X","ID","slope","rsq","Month","Day","Hour","Min","Sample_code1","Sample_code2","ATMP","Date","Time","DateTime","Loc...36","ReadIndex","TimeZone","T1","T2","T3","Soil_moist","Shake","Err_flag","Code_sens","Sensornumber","Serial","Plot...48","Subplot2","Loc...50","T3K","chambervolume","respiration","RespCorrectedArea","RespCorrectedVolume"
"58",59,5,114,"25-P1S4C4FS",19.8,16.3,21.8,19.8,100.2,1040.3,304.92,75,735.38,70.68922426,NA,25,1,4,4,"FS",6711.003866,29744.34438,5,"24_114_4_27",4.705494505,0.886780838,4,27,10,2,114,0,0.8872231,2022-04-27,"10:02:00",2020-04-27 22:10:02,"1_4",55688,4,5.5,9.6875,15.5,2750,202,0,94206497,7,"TMS-94206497",1,4,"1_4",289.65,1.5637,0.274662864,0.003497116,0.000789029
"59",60,30,109,"25-P1S4C1AA",23.9,24.7,23.8,23.4,100.6,1692.6,1162.31,94,530.29,31.32990665,NA,25,1,4,1,"AA",8470.510025,45324.1651,30,"49_109_4_27",0.347252747,0.923224852,4,27,12,34,109,0,0.8872231,2022-04-27,"12:34:00",2020-04-27 22:12:34,"1_4",55698,4,5.75,8.375,9,2748,202,0,94206497,7,"TMS-94206497",1,4,"1_4",283.15,1.5637,0.02073468,0.000264002,4.93e-05
"60",61,31,110,"25-P1S4C2AA",21.7,21.2,22,22.8,98.8,1086.1,679.01,96,407.09,37.48181567,NA,25,1,4,2,"AA",7560.810279,37307.31309,31,"50_110_4_27",0.087912088,1,4,27,12,37,110,0,0.8872231,2022-04-27,"12:37:00",2020-04-27 22:12:37,"1_4",55698,4,5.75,8.375,9,2748,202,0,94206497,7,"TMS-94206497",1,4,"1_4",283.15,1.5637,0.005249286,6.68e-05,1.35e-05
"61",62,32,111,"25-P1S4C4AA",23.5,23.5,22.2,21.2,100,1312.8,645.64,90,667.16,50.81962218,NA,25,1,4,4,"AA",7903.859218,40136.20234,32,"51_111_4_27",0.364835165,0.898174707,4,27,12,39,111,0,0.8872231,2022-04-27,"12:39:00",2020-04-27 22:12:39,"1_4",55698,4,5.75,8.375,9,2748,202,0,94206497,7,"TMS-94206497",1,4,"1_4",283.15,1.5637,0.021784537,0.000277369,5.46e-05
"62",63,33,112,"25-P1S4C1FS",23.8,23.9,22.2,23.1,100.4,2361.5,1577.14,88,784.36,33.21448232,NA,25,1,4,1,"FS",8183.229758,42634.96467,33,"52_112_4_27",0,1,4,27,12,41,112,0,0.8872231,2022-04-27,"12:41:00",2020-04-27 22:12:41,"1_4",55698,4,5.75,8.375,9,2748,202,0,94206497,7,"TMS-94206497",1,4,"1_4",283.15,1.5637,0.004986822,6.35e-05,1.22e-05
"63",64,34,113,"25-P1S4C2FS",25.2,22.8,24.2,20.2,101,1966.9,1344.21,77,622.69,31.6584473,NA,25,1,4,2,"FS",8169.405789,42350.14552,34,"53_113_4_27",1.16043956,0.99558603,4,27,12,44,113,0,0.8872231,2022-04-27,"12:44:00",2020-04-27 22:12:44,"1_4",55703,4,5.75,8.875,10.875,2749,202,0,94206497,7,"TMS-94206497",1,4,"1_4",285.025,1.5637,0.068834756,0.000876431,0.000169065
"64",65,35,114,"25-P1S4C4FS",19.8,16.3,21.8,19.8,100.2,1040.3,304.92,75,735.38,70.68922426,NA,25,1,4,4,"FS",6711.003866,29744.34438,35,"54_114_4_27",8.551648352,0.948789767,4,27,12,46,114,0,0.88821,2022-04-27,"12:46:00",2020-04-27 22:12:46,"1_4",55703,4,5.75,8.875,10.875,2749,202,0,94206497,7,"TMS-94206497",1,4,"1_4",285.025,1.5637,0.507829476,0.006465886,0.001458852
"65",67,61,110,"25-P1S4C2AA",21.7,21.2,22,22.8,98.8,1086.1,679.01,96,407.09,37.48181567,NA,25,1,4,2,"AA",7560.810279,37307.31309,61,"80_110_4_27",0.098901099,1,4,27,16,4,110,0,0.8872231,2022-04-27,"16:04:00",2020-04-27 22:16:04,"1_4",55705,4,5.8125,8.6875,10.125,2750,202,0,94206497,7,"TMS-94206497",1,4,"1_4",284.275,1.5637,0.005882076,7.49e-05,1.52e-05
"66",68,62,111,"25-P1S4C4AA",23.5,23.5,22.2,21.2,100,1312.8,645.64,90,667.16,50.81962218,NA,25,1,4,4,"AA",7903.859218,40136.20234,62,"81_111_4_27",0.224175824,0.851391162,4,27,16,6,111,0,0.8872231,2022-04-27,"16:06:00",2020-04-27 22:16:06,"1_4",55705,4,5.8125,8.6875,10.125,2750,202,0,94206497,7,"TMS-94206497",1,4,"1_4",284.275,1.5637,0.013332706,0.000169757,3.34e-05
"67",69,63,112,"25-P1S4C1FS",23.8,23.9,22.2,23.1,100.4,2361.5,1577.14,88,784.36,33.21448232,NA,25,1,4,1,"FS",8183.229758,42634.96467,63,"82_112_4_27",0.169230769,1,4,27,16,8,112,0,0.88821,2022-04-27,"16:08:00",2020-04-27 22:16:08,"1_4",55705,4,5.8125,8.6875,10.125,2750,202,0,94206497,7,"TMS-94206497",1,4,"1_4",284.275,1.5637,0.010076082,0.000128293,2.46e-05
"68",70,64,113,"25-P1S4C2FS",25.2,22.8,24.2,20.2,101,1966.9,1344.21,77,622.69,31.6584473,NA,25,1,4,2,"FS",8169.405789,42350.14552,64,"83_113_4_27",0.654945055,0.967574635,4,27,16,10,113,0,0.8872231,2022-04-27,"16:10:00",2020-04-27 22:16:10,"1_4",55705,4,5.8125,8.6875,10.125,2750,202,0,94206497,7,"TMS-94206497",1,4,"1_4",284.275,1.5637,0.038952417,0.000495958,9.57e-05
"69",71,65,114,"25-P1S4C4FS",19.8,16.3,21.8,19.8,100.2,1040.3,304.92,75,735.38,70.68922426,NA,25,1,4,4,"FS",6711.003866,29744.34438,65,"84_114_4_27",5.953846154,0.972888906,4,27,16,11,114,0,0.8872231,2022-04-27,"16:11:00",2020-04-27 22:16:11,"1_4",55705,4,5.8125,8.6875,10.125,2750,202,0,94206497,7,"TMS-94206497",1,4,"1_4",284.275,1.5637,0.354100995,0.004508554,0.001017233
"70",72,43,574,"01-P1S4C2FS-S",1,1,1,1.3,37,8.955,5.595,97.5,3.36,35.68645477,NA,1,1,4,2,"FS",243.0201199,62.30367281,43,"37_574+575_4_27",0.458396818,0.998332735,4,27,10,4,574,575,0.88386764,2022-04-27,"10:04:00",2020-04-27 22:10:04,"1_4",55688,4,5.5,9.6875,15.5,2750,202,0,94206497,7,"TMS-94206497",1,4,"1_4",289.65,1.306706,0.021212802,8.73e-05,0.000340474
"71",73,44,210,"01-P1S4C1FS-S",1.45,1.5,1.2,1.2,53,12.57,8.625,99,3.945,31.28305089,NA,1,1,4,1,"FS",341.1634271,105.0780603,44,"38_210+571_4_27",0.196600823,0.991405725,4,27,10,6,210,571,0.88386764,2022-04-27,"10:06:00",2020-04-27 22:10:06,"1_4",55688,4,5.5,9.6875,15.5,2750,202,0,94206497,7,"TMS-94206497",1,4,"1_4",289.65,1.306706,0.008785186,2.58e-05,8.36e-05
"72",74,45,568,"01-P1S4C4AA-F",0.9,0.4,1.9,1.1,39,7,94.105,98,-90.605,34.28571429,NA,1,1,4,4,"AA",1283.328526,2120.025786,45,"39_568+699_4_27",0.208442938,0.988267486,4,27,10,8,568,699,0.88386764,2022-04-27,"10:08:00",2020-04-27 22:10:08,"1_4",55697,4,5.6875,8.4375,9.0625,2748,202,0,94206497,7,"TMS-94206497",1,4,"1_4",283.2125,1.306706,-0.006447707,-5.02e-06,-3.04e-06
"73",75,46,579,"01-P1S4C4FS-F",1.5,1.7,1.2,1.3,40.6,NA,14.43,11,-7.215,NA,NA,1,1,4,4,"FS",392.2570578,145.157354,46,"40_579+578_4_27",0.168404325,0.988002573,4,27,10,10,579,578,0.88376895,2022-04-27,"10:10:00",2020-04-27 22:10:10,"1_4",55697,4,5.6875,8.4375,9.0625,2748,202,0,94206497,7,"TMS-94206497",1,4,"1_4",283.2125,1.306706,0.007438732,1.9e-05,5.12e-05
"74",76,47,209,"01-P1S4C2AA-S",1.15,1.1,1.45,1.5,51,12.99,8.875,96,4.115,31.88516284,NA,1,1,4,2,"AA",356.536476,112.0980145,47,"41_209+564_4_27",0.190401428,0.985997159,4,27,10,12,209,564,0.88406502,2022-04-27,"10:12:00",2020-04-27 22:10:12,"1_4",55697,4,5.6875,8.4375,9.0625,2748,202,0,94206497,7,"TMS-94206497",1,4,"1_4",283.2125,1.306706,0.008652654,2.43e-05,7.72e-05
"75",77,48,201,"01-P1S4C1AA-F",0.9,1.1,0.7,0.8,36,8.935,5.615,98,3.32,36.87052697,NA,1,1,4,1,"AA",262.6711218,69.86116663,48,"42_201+202_4_27",0.100647139,0.963746907,4,27,10,14,201,202,0.88396633,2022-04-27,"10:14:00",2020-04-27 22:10:14,"1_4",55693,4,5.5625,9.0625,10.875,2749,202,0,94206497,7,"TMS-94206497",1,4,"1_4",285.025,1.306706,0.00470491,1.79e-05,6.73e-05
"76",78,49,118,"10-P1S4C1FS",10.7,10.8,10.8,9.6,40,393.1,258.79,92,134.31,34.16687866,NA,10,1,4,1,"FS",1488.83383,3447.924117,49,"43_118_4_27",0.715425563,0.975182028,4,27,10,16,118,0,0.88396633,2022-04-27,"10:16:00",2020-04-27 22:10:16,"1_4",55693,4,5.5625,9.0625,10.875,2749,202,0,94206497,7,"TMS-94206497",1,4,"1_4",285.025,11.661397,0.222088454,0.000149169,6.44e-05
"77",79,50,116,"10-P1S4C2AA",12.9,13,12.9,12.2,39.9,327.3,262.86,100,64.44,19.6883593,NA,10,1,4,2,"AA",1853.64221,5094.70176,50,"44_116_4_27",0.253450298,0.955750435,4,27,10,18,116,0,0.88396633,2022-04-27,"10:18:00",2020-04-27 22:10:18,"1_4",55689,4,5.5,9.75,14.125,2750,202,0,94206497,7,"TMS-94206497",1,4,"1_4",288.275,11.661397,0.062194265,3.36e-05,1.22e-05
"78",80,51,115,"10-P1S4C1AA",13.8,13,12.8,12.9,39.5,478.7,302.63,100,176.07,36.78086484,NA,10,1,4,1,"AA",1899.471915,5345.017711,51,"45_115_4_27",0.372968885,0.99156538,4,27,10,21,115,0,0.88396633,2022-04-27,"10:21:00",2020-04-27 22:10:21,"1_4",55689,4,5.5,9.75,14.125,2750,202,0,94206497,7,"TMS-94206497",1,4,"1_4",288.275,11.661397,0.088034211,4.63e-05,1.65e-05
"79",81,52,119,"10-P1S4C2FS",9.3,8.4,9.4,9.2,39.5,197.9,151.52,100,46.38,23.43607883,NA,10,1,4,2,"FS",1255.604861,2555.460803,52,"46_119_4_27",0.579913232,0.992180396,4,27,10,23,119,0,0.88396633,2022-04-27,"10:23:00",2020-04-27 22:10:23,"1_4",55698,4,5.75,8.375,9,2748,202,0,94206497,7,"TMS-94206497",1,4,"1_4",283.15,11.661397,0.200904058,0.000160006,7.86e-05
"80",82,53,117,"10-P1S4C4AA",13,12.8,12.2,13.8,40,296.2,140.57,82,155.63,52.54220122,NA,10,1,4,4,"AA",1890.776664,5268.5556,53,"47_117_4_27",1.084971166,0.990591656,4,27,10,25,117,0,0.88396633,2022-04-27,"10:25:00",2020-04-27 22:10:25,"1_4",55698,4,5.75,8.375,9,2748,202,0,94206497,7,"TMS-94206497",1,4,"1_4",283.15,11.661397,0.263884095,0.000139564,5.01e-05
"81",83,54,120,"10-P1S4C4FS",10.6,11,12.2,11.8,39,501.8,215.45,75,286.35,57.06456756,NA,10,1,4,4,"FS",1601.623557,3984.419131,54,"48_120_4_27",0.875290489,0.993868656,4,27,10,27,120,0,0.88396633,2022-04-27,"10:27:00",2020-04-27 22:10:27,"1_4",55698,4,5.75,8.375,9,2748,202,0,94206497,7,"TMS-94206497",1,4,"1_4",283.15,11.661397,0.255648698,0.000159618,6.42e-05
"82",84,105,118,"10-P1S4C1FS",10.7,10.8,10.8,9.6,40,393.1,258.79,92,134.31,34.16687866,NA,10,1,4,1,"FS",1488.83383,3447.924117,105,"96_118_4_27",0.897690732,0.903962794,4,27,12,48,118,0,0.88386764,2022-04-27,"12:48:00",2020-04-27 22:12:48,"1_4",55699,4,5.75,8.375,9.1875,2749,202,0,94206497,7,"TMS-94206497",1,4,"1_4",283.3375,11.661397,0.280297146,0.000188266,8.13e-05
"83",85,106,116,"10-P1S4C2AA",12.9,13,12.9,12.2,39.9,327.3,262.86,100,64.44,19.6883593,NA,10,1,4,2,"AA",1853.64221,5094.70176,106,"97_116_4_27",0.284653443,0.840274368,4,27,12,50,116,0,0.88386764,2022-04-27,"12:50:00",2020-04-27 22:12:50,"1_4",55699,4,5.75,8.375,9.1875,2749,202,0,94206497,7,"TMS-94206497",1,4,"1_4",283.3375,11.661397,0.071060524,3.83e-05,1.39e-05
"84",86,107,115,"10-P1S4C1AA",13.8,13,12.8,12.9,39.5,478.7,302.63,100,176.07,36.78086484,NA,10,1,4,1,"AA",1899.471915,5345.017711,107,"98_115_4_27",0.537687434,0.993779631,4,27,12,52,115,0,0.88386764,2022-04-27,"12:52:00",2020-04-27 22:12:52,"1_4",55699,4,5.75,8.375,9.1875,2749,202,0,94206497,7,"TMS-94206497",1,4,"1_4",283.3375,11.661397,0.129110985,6.8e-05,2.42e-05
"85",87,108,119,"10-P1S4C2FS",9.3,8.4,9.4,9.2,39.5,197.9,151.52,100,46.38,23.43607883,NA,10,1,4,2,"FS",1255.604861,2555.460803,108,"99_119_4_27",0.705581185,0.959001668,4,27,12,54,119,0,0.88386764,2022-04-27,"12:54:00",2020-04-27 22:12:54,"1_4",55699,4,5.75,8.375,9.1875,2749,202,0,94206497,7,"TMS-94206497",1,4,"1_4",283.3375,11.661397,0.244251197,0.000194529,9.56e-05
"86",88,109,117,"10-P1S4C4AA",13,12.8,12.2,13.8,40,296.2,140.57,82,155.63,52.54220122,NA,10,1,4,4,"AA",1890.776664,5268.5556,109,"100_117_4_27",1.740694823,0.998692628,4,27,12,56,117,0,0.88386764,2022-04-27,"12:56:00",2020-04-27 22:12:56,"1_4",55699,4,5.75,8.375,9.1875,2749,202,0,94206497,7,"TMS-94206497",1,4,"1_4",283.3375,11.661397,0.423040235,0.000223739,8.03e-05
"87",89,110,120,"10-P1S4C4FS",10.6,11,12.2,11.8,39,501.8,215.45,75,286.35,57.06456756,NA,10,1,4,4,"FS",1601.623557,3984.419131,110,"101_120_4_27",1.011931199,0.997540041,4,27,12,58,120,0,0.88396633,2022-04-27,"12:58:00",2020-04-27 22:12:58,"1_4",55699,4,5.75,8.375,9.1875,2749,202,0,94206497,7,"TMS-94206497",1,4,"1_4",283.3375,11.661397,0.29536217,0.000184414,7.41e-05
"88",90,111,574,"01-P1S4C2FS-S",1,1,1,1.3,37,8.955,5.595,97.5,3.36,35.68645477,NA,1,1,4,2,"FS",243.0201199,62.30367281,111,"102_574+575_4_27",0.615689869,0.998904284,4,27,13,0,574,575,0.88386764,2022-04-27,"13:00:00",2020-04-27 22:13:00,"1_4",55704,4,5.75,8.75,10.125,2750,202,0,94206497,7,"TMS-94206497",1,4,"1_4",284.275,1.306706,0.02903042,0.000119457,0.00046595
"89",91,112,210,"01-P1S4C1FS-S",1.45,1.5,1.2,1.2,53,12.57,8.625,99,3.945,31.28305089,NA,1,1,4,1,"FS",341.1634271,105.0780603,112,"103_210+571_4_27",0.234705546,0.993071544,4,27,13,3,210,571,0.88386764,2022-04-27,"13:03:00",2020-04-27 22:13:03,"1_4",55700,4,5.75,8.375,9.6875,2749,202,0,94206497,7,"TMS-94206497",1,4,"1_4",283.8375,1.306706,0.010702685,3.14e-05,0.000101855
"90",92,113,568,"01-P1S4C4AA-F",0.9,0.4,1.9,1.1,39,7,94.105,98,-90.605,34.28571429,NA,1,1,4,4,"AA",1283.328526,2120.025786,113,"104_568+699_4_27",0.108506704,0.945949871,4,27,13,5,568,699,0.88396633,2022-04-27,"13:05:00",2020-04-27 22:13:05,"1_4",55700,4,5.75,8.375,9.6875,2749,202,0,94206497,7,"TMS-94206497",1,4,"1_4",283.8375,1.306706,-0.003349391,-2.61e-06,-1.58e-06
"91",93,114,579,"01-P1S4C4FS-F",1.5,1.7,1.2,1.3,40.6,NA,14.43,11,-7.215,NA,NA,1,1,4,4,"FS",392.2570578,145.157354,114,"105_579+578_4_27",0.096492927,0.891788965,4,27,13,7,579,578,0.88396633,2022-04-27,"13:07:00",2020-04-27 22:13:07,"1_4",55700,4,5.75,8.375,9.6875,2749,202,0,94206497,7,"TMS-94206497",1,4,"1_4",283.8375,1.306706,0.004253836,1.08e-05,2.93e-05
"92",94,115,209,"01-P1S4C2AA-S",1.15,1.1,1.45,1.5,51,12.99,8.875,96,4.115,31.88516284,NA,1,1,4,2,"AA",356.536476,112.0980145,115,"106_209+564_4_27",0.189474589,0.984061277,4,27,13,8,209,564,0.88406502,2022-04-27,"13:08:00",2020-04-27 22:13:08,"1_4",55700,4,5.75,8.375,9.6875,2749,202,0,94206497,7,"TMS-94206497",1,4,"1_4",283.8375,1.306706,0.008591574,2.41e-05,7.66e-05
"93",95,116,201,"01-P1S4C1AA-F",0.9,1.1,0.7,0.8,36,8.935,5.615,98,3.32,36.87052697,NA,1,1,4,1,"AA",262.6711218,69.86116663,116,"107_201+202_4_27",0.091982568,0.930330652,4,27,13,10,201,202,0.88406502,2022-04-27,"13:10:00",2020-04-27 22:13:10,"1_4",55700,4,5.75,8.375,9.6875,2749,202,0,94206497,7,"TMS-94206497",1,4,"1_4",283.8375,1.306706,0.004318343,1.64e-05,6.18e-05
"94",96,166,568,"01-P1S4C4AA-F",0.9,0.4,1.9,1.1,39,6.71,4.51,99,2.2,32.71918113,NA,1,1,4,4,"AA",258.5943858,69.56415523,166,"157_568+569_4_27",0.350103534,0.995901435,4,27,16,31,568,569,0.88445978,2022-04-27,"16:31:00",2020-04-27 22:16:31,"1_4",55705,4,5.8125,8.6875,10.125,2750,202,0,94206497,7,"TMS-94206497",1,4,"1_4",284.275,1.306706,0.016422427,6.35e-05,0.000236076
"95",97,167,210,"01-P1S4C1FS-S",1.45,1.5,1.2,1.2,53,12.57,8.625,99,3.945,31.28305089,NA,1,1,4,1,"FS",341.1634271,105.0780603,167,"158_210+571_4_27",0.096733742,0.883200859,4,27,16,34,210,571,0.88445978,2022-04-27,"16:34:00",2020-04-27 22:16:34,"1_4",55705,4,5.8125,8.6875,10.125,2750,202,0,94206497,7,"TMS-94206497",1,4,"1_4",284.275,1.306706,0.004407267,1.29e-05,4.19e-05
"96",98,168,574,"01-P1S4C2FS-S",1,1,1,1.3,37,8.955,5.595,97.5,3.36,35.68645477,NA,1,1,4,2,"FS",243.0201199,62.30367281,168,"159_574+575_4_27",0,1,4,27,16,37,574,575,0.88436109,2022-04-27,"16:37:00",2020-04-27 22:16:37,"1_4",55705,4,5.8125,8.6875,10.125,2750,202,0,94206497,7,"TMS-94206497",1,4,"1_4",284.275,1.306706,0.002426782,9.99e-06,3.9e-05
"97",99,169,579,"01-P1S4C4FS-F",1.5,1.7,1.2,1.3,40.6,NA,14.43,11,-7.215,NA,NA,1,1,4,4,"FS",392.2570578,145.157354,169,"160_579+578_4_27",0.241257677,0.991230895,4,27,16,39,579,578,0.88436109,2022-04-27,"16:39:00",2020-04-27 22:16:39,"1_4",55705,4,5.8125,8.6875,10.125,2750,202,0,94206497,7,"TMS-94206497",1,4,"1_4",284.275,1.306706,0.010624082,2.71e-05,7.32e-05
"98",100,170,209,"01-P1S4C2AA-S",1.15,1.1,1.45,1.5,51,12.99,8.875,96,4.115,31.88516284,NA,1,1,4,2,"AA",356.536476,112.0980145,170,"161_209+564_4_27",0.092799572,0.946461582,4,27,16,41,209,564,0.88436109,2022-04-27,"16:41:00",2020-04-27 22:16:41,"1_4",55705,4,5.8125,8.6875,10.125,2750,202,0,94206497,7,"TMS-94206497",1,4,"1_4",284.275,1.306706,0.004202854,1.18e-05,3.75e-05
"99",101,171,201,"01-P1S4C1AA-F",0.9,1.1,0.7,0.8,36,8.935,5.615,98,3.32,36.87052697,NA,1,1,4,1,"AA",262.6711218,69.86116663,171,"162_201+202_4_27",0.068013997,0.908601498,4,27,16,43,201,202,0.88436109,2022-04-27,"16:43:00",2020-04-27 22:16:43,"1_4",55705,4,5.8125,8.6875,10.125,2750,202,0,94206497,7,"TMS-94206497",1,4,"1_4",284.275,1.306706,0.003189234,1.21e-05,4.57e-05
"100",102,172,118,"10-P1S4C1FS",10.7,10.8,10.8,9.6,40,393.1,258.79,92,134.31,34.16687866,NA,10,1,4,1,"FS",1488.83383,3447.924117,172,"163_118_4_27",0.569352818,0.907867698,4,27,16,46,118,0,0.88436109,2022-04-27,"16:46:00",2020-04-27 22:16:46,"1_4",55705,4,5.8125,8.6875,10.125,2750,202,0,94206497,7,"TMS-94206497",1,4,"1_4",284.275,11.661397,0.177288755,0.000119079,5.14e-05
"101",103,173,116,"10-P1S4C2AA",12.9,13,12.9,12.2,39.9,327.3,262.86,100,64.44,19.6883593,NA,10,1,4,2,"AA",1853.64221,5094.70176,173,"164_116_4_27",0.491589664,0.990088608,4,27,16,48,116,0,0.88436109,2022-04-27,"16:48:00",2020-04-27 22:16:48,"1_4",55705,4,5.8125,8.6875,10.125,2750,202,0,94206497,7,"TMS-94206497",1,4,"1_4",284.275,11.661397,0.122383394,6.6e-05,2.4e-05
"102",104,174,115,"10-P1S4C1AA",13.8,13,12.8,12.9,39.5,478.7,302.63,100,176.07,36.78086484,NA,10,1,4,1,"AA",1899.471915,5345.017711,174,"165_115_4_27",0.570083319,0.968264183,4,27,16,49,115,0,0.88436109,2022-04-27,"16:49:00",2020-04-27 22:16:49,"1_4",55705,4,5.8125,8.6875,10.125,2750,202,0,94206497,7,"TMS-94206497",1,4,"1_4",284.275,11.661397,0.136514701,7.19e-05,2.55e-05
"103",105,175,119,"10-P1S4C2FS",9.3,8.4,9.4,9.2,39.5,197.9,151.52,100,46.38,23.43607883,NA,10,1,4,2,"FS",1255.604861,2555.460803,175,"166_119_4_27",0.910540794,0.999535773,4,27,16,51,119,0,0.88436109,2022-04-27,"16:51:00",2020-04-27 22:16:51,"1_4",55705,4,5.8125,8.6875,10.125,2750,202,0,94206497,7,"TMS-94206497",1,4,"1_4",284.275,11.661397,0.31433801,0.000250348,0.000123006
"104",106,176,117,"10-P1S4C4AA",13,12.8,12.2,13.8,40,296.2,140.57,82,155.63,52.54220122,NA,10,1,4,4,"AA",1890.776664,5268.5556,176,"167_117_4_27",1.208081441,0.998762431,4,27,16,53,117,0,0.88445978,2022-04-27,"16:53:00",2020-04-27 22:16:53,"1_4",55705,4,5.8125,8.6875,10.125,2750,202,0,94206497,7,"TMS-94206497",1,4,"1_4",284.275,11.661397,0.292827253,0.000154871,5.56e-05
"105",107,177,120,"10-P1S4C4FS",10.6,11,12.2,11.8,39,501.8,215.45,75,286.35,57.06456756,NA,10,1,4,4,"FS",1601.623557,3984.419131,177,"168_120_4_27",1.739844295,0.999505317,4,27,16,55,120,0,0.88445978,2022-04-27,"16:55:00",2020-04-27 22:16:55,"1_4",55705,4,5.8125,8.6875,10.125,2750,202,0,94206497,7,"TMS-94206497",1,4,"1_4",284.275,11.661397,0.50643303,0.0003162,0.000127103
"106",108,12,1,"25-P1S1C1AA",27.3,26.4,24.2,24.8,102,1658.2,1050.18,100,608.02,36.66747075,NA,25,1,1,1,"AA",9265.552249,52846.23406,12,"31_1_4_27",0.316483516,0.848445172,4,27,11,43,1,0,0.88821,2022-04-27,"11:43:00",2020-04-27 22:11:43,"1_1",55693,4,6,9.875,9.875,2442,202,0,94206489,14,"TMS-94206489",1,1,"1_1",284.025,1.5637,0.018860168,0.000240135,4.21e-05
"107",109,13,2,"25-P1S1C2AA",25.6,25.8,25.4,25.2,99.2,1519.4,918.18,98,601.22,39.56956693,NA,25,1,1,2,"AA",8968.462071,50662.99027,13,"32_2_4_27",1.96043956,0.996498259,4,27,11,46,2,0,0.88821,2022-04-27,"11:46:00",2020-04-27 22:11:46,"1_1",55698,4,6.125,8.8125,9,2440,202,0,94206489,14,"TMS-94206489",1,1,"1_1",283.15,1.5637,0.117189288,0.0014921,0.000264135
"108",110,14,3,"25-P1S1C4AA",23.1,21.2,24.1,19.5,99.1,1283.5,791.79,86,491.71,38.3100896,NA,25,1,1,4,"AA",7600.114308,37586.37861,14,"33_3_4_27",0.901098901,0.985576923,4,27,11,48,3,0,0.88821,2022-04-27,"11:48:00",2020-04-27 22:11:48,"1_1",55694,4,6,9.625,9.9375,2441,202,0,94206489,14,"TMS-94206489",1,1,"1_1",284.0875,1.5637,0.053687275,0.000683568,0.00013822
"109",111,15,4,"25-P1S1C1FS",27.3,24.4,26.1,22.8,99.6,2879.7,1879.84,98,999.86,34.72097788,NA,25,1,1,1,"FS",8864.029164,49492.26503,15,"34_4_4_27",0.191208791,1,4,27,11,51,4,0,0.88821,2022-04-27,"11:51:00",2020-04-27 22:11:51,"1_1",55694,4,6,9.625,9.9375,2441,202,0,94206489,14,"TMS-94206489",1,1,"1_1",284.0875,1.5637,0.011392178,0.00014505,2.6e-05
"110",112,16,5,"25-P1S1C2FS",29.4,29.3,30.4,29.8,99.7,3243,2073.36,94,1169.64,36.066605,NA,25,1,1,2,"FS",10698.57311,69191.35022,16,"35_5_4_27",2.031472359,0.901140414,4,27,11,53,5,0,0.88821,2022-04-27,"11:53:00",2020-04-27 22:11:53,"1_1",55694,4,6,9.625,9.9375,2441,202,0,94206489,14,"TMS-94206489",1,1,"1_1",284.0875,1.5637,0.121034678,0.001541061,0.000238284
"111",113,17,6,"25-P1S1C4FS",32.2,32.4,29.9,31.9,99.9,2639.3,1230.34,85,1408.96,53.38385178,NA,25,1,1,4,"FS",11487.05289,78361.10763,17,"36_6_4_27",1.217582418,0.995317162,4,27,11,58,6,0,0.88821,2022-04-27,"11:58:00",2020-04-27 22:11:58,"1_1",55694,4,6,9.625,9.9375,2441,202,0,94206489,14,"TMS-94206489",1,1,"1_1",284.0875,1.5637,0.072543293,0.00092365,0.000135399
"112",114,42,1,"25-P1S1C1AA",27.3,26.4,24.2,24.8,102,1658.2,1050.18,100,608.02,36.66747075,NA,25,1,1,1,"AA",9265.552249,52846.23406,42,"61_1_4_27",0.358241758,0.961773756,4,27,15,7,1,0,0.88821,2022-04-27,"15:07:00",2020-04-27 22:15:07,"1_1",55701,4,6.125,9.5,11,2439,202,0,94206489,14,"TMS-94206489",1,1,"1_1",285.15,1.5637,0.021264435,0.000270747,4.75e-05
"113",115,43,2,"25-P1S1C2AA",25.6,25.8,25.4,25.2,99.2,1519.4,918.18,98,601.22,39.56956693,NA,25,1,1,2,"AA",8968.462071,50662.99027,43,"62_2_4_27",1.707692308,0.997330448,4,27,15,10,2,0,0.88821,2022-04-27,"15:10:00",2020-04-27 22:15:10,"1_1",55701,4,6.125,9.5,11,2439,202,0,94206489,14,"TMS-94206489",1,1,"1_1",285.15,1.5637,0.101364824,0.001290617,0.000228468
"114",116,44,3,"25-P1S1C4AA",23.1,21.2,24.1,19.5,99.1,1283.5,791.79,86,491.71,38.3100896,NA,25,1,1,4,"AA",7600.114308,37586.37861,44,"63_3_4_27",0.665934066,0.985656772,4,27,15,12,3,0,0.88821,2022-04-27,"15:12:00",2020-04-27 22:15:12,"1_1",55701,4,6.125,9.5,11,2439,202,0,94206489,14,"TMS-94206489",1,1,"1_1",285.15,1.5637,0.039528368,0.000503291,0.000101767
